audio_id,audio,gender,transcription
train_hindifullmale_00385_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00385_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," kaliMga kA vaha kShetra, jahAM atikramaNakArI, samrAT ashoka kI senA ne, nihatthe garIba, shAMta logoM ke ahiMsaka pratirodha ke uttara meM, bhayAvaha janasaMhAra kiyA thA "
train_hindifullmale_00386_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00386_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," aura phira jahAM se, pUraba dakShiNa, rAjagIra udayagIra taka pahu.Nchate pahu.Nchate, use svayaM apanI hiMsA se, glAni huI thI, aura vaha bauddha ho gayA thA, usa utkala kaliMga kShetra kA, sImAMta viMdhya parvata kI, isI shrRRiMkhalA ke pAsa hai "
train_hindifullmale_00387_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00387_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," maiM kaI bAra sochane lagatA hUM, ki buddha kI pratimAoM ko to.Dakara, jagaha jagaha maMdira kha.DI kara dene vAle loga, Akhira kauna the, brAhmaNa, prAchIna itihAsa ke hiMdU tAlibAna, yA koI aura, usa rAta, bAढ़ meM uphanatI nadI ke dUsare pAra, Aga kI lAla pIlI nIlI lapaTeM, kisI krama meM Tahala rahIM thIM "
train_hindifullmale_00388_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00388_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," jaise kuCha loga, apane hAthoM meM, nanhIM nanhIM mashAleM lie, eka vRRitta meM ghUma rahe hoM "
train_hindifullmale_00389_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00389_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," bachapana meM, hama meM se bahutoM kI faiMTesI meM, chitAvara ko pAnA, usI taraha upasthita thA, jaise bahuta pahale, araba, ijipTa, aura mesopoTAmiyA ke, alakImiyAgaroM, alakemisTa kI faiMTesI meM, kisI aise rAsAyanika fArmUle kI khoja, jo kisI bhI dhAtu, yA padArtha ko sone meM badala de "
train_hindifullmale_00390_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00390_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," kyoMki, hara padArtha maiTara to, asala meM eka hI hotA hai, usakI AMtarika saMrachanA hI, use dUsaroM se bhinna banA DAlatI hai "
train_hindifullmale_00391_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00391_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," padArtha kI usI AMtarika saMrachanA ko, badalane vAle sUtra ko khoja nikAlane ke, shatAbdiyoM taka chalane vAle prayatnoM ke bIcha hI, usa vij~nAna kA janma huA, jise hama kemisTrI ke nAma se Aja jAnate haiM "
train_hindifullmale_00392_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00392_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," merI smRRiti meM to, yaha dRRishya isalie bhI amiTa raha gayA "
train_hindifullmale_00393_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00393_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," kyoMki, mAM kI mRRityu ke bAda hI, maiMne gAMva kA vaha ghara Cho.Da diyA thA, aura phira, pitAjI kI mRRityu ke bAda to, vahAM lauTane kA vikalpa hI nahIM thA "
train_hindifullmale_00394_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00394_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," isa ghaTanA ke varShoM bAda meM, maiM, jI ena yU meM shodhaChAtra thA, jahAM bAda meM, kuCha samaya ke lie adhyApaka bhI huA "
train_hindifullmale_00395_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00395_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," taba maiMne, vahAM kI lAibrerI meM, vishvaprasiddha kathAkAra, asimova kI eka kahAnI paढ़I "
train_hindifullmale_00396_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00396_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," amerikA ke do, bhAShA vaij~nAnika ko, kahIM se patA chalatA hai ki, lahAsA ke prAchIna bauddhamaTha meM, tibbata kI prAchIna lipi meM, likhI gaI eka aisI pAMDulipi hai "
train_hindifullmale_00397_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00397_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," jisameM sRRiShTi ke nirmANa, aura vinAsha kA sArA rahasya baMda hai "
train_hindifullmale_00398_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00398_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," lekina samasyA yaha hai, ki mohana jo dA.Do kI lipi kI taraha hI, usa aj~nAta lipi ko bhI, abhI taka saMsAra kA koI bhAShA vaij~nAnika, DikoDa nahIM kara pAyA hai "
train_hindifullmale_00399_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00399_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," jise tibbata ke eka bUढ़e lAmA ne, saimyuela Tarnara ko diyA thA, aura jo, da rasala eka yAka thA "
train_hindifullmale_00400_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00400_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," vaise tibbata kA vaha bUढ़A lAmA, dillI ke, majanUM kA TIlAnAma ke ilAke meM, sharaNArthI ke rUpa meM aba bhI rahatA hai "
train_hindifullmale_00401_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00401_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," rahasya bharI jhurriyoM meM muskurAtA huA vaha lAmA kahatA hai, vaha sAMDa abhI marA nahIM hai "
train_hindifullmale_00402_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00402_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," usa Ayojana meM, bhAratIya bhAShAo.N ke alAvA, mukhyataH frAMM sIsI, aura briTAnI anuvAdakoM, aura sAhitika ejeMTo ne, hisse dArI kI "
train_hindifullmale_00403_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00403_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," piChale mahIne, sviTzaralaiMDa ke, lozAna vishvavidyAlaya meM, eka Ayojana huA, jisakA shIrShaka thA, TrAMsaleTiMga iMDiyA "
train_hindifullmale_00404_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00404_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," isameM hindI lekhakoM, AlochakoM, aura itihAsakAroM ke sAtha sAtha, svisa, phrAMsIsI, jarmana, aura amarikana akAdamiyoM ne, hissedArI kI "
train_hindifullmale_00405_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00405_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," siyAhI ke Ayojana ke uddeshyoM meM, Arthika mahAshakti ke taura para ubhare desha, aura globala ho rahe saMsAra meM, bhArata se anuvAda kI saMbhAvanAoM kA patA lagAnA "
train_hindifullmale_00406_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00406_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," anuvAda karma, aura anuvAda udyoga kI samasyAoM para vichAra karanA, aura bhAratIya bhAShAoM se, aMgrezI, evaM yUropIya bhAShAoM meM anuvAda karma se ju.De, vibhinna vyAvasAyikoM ko, eka neTavarkiMga pleTafArma upalabdha karanA thA "
train_hindifullmale_00407_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00407_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," isI krama meM, isa bAra prastuta hai, nAgArjuna viShNu khera, vinoda kumAra shukla, aura aruNa kamala "
train_hindifullmale_00408_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00408_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," antima tIna, bahu anUdita kavi haiM, aura nAgArjuna, bahuta kama anUdita "
train_hindifullmale_00409_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00409_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," nAgArjuna kI kavitA kI mahAnatA kA svIkAra, dera se huA, jaba mAnoM, eka taraha se pragatishIlatA ne, sarvahArA kavitta ko dekhA "
train_hindifullmale_00410_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00410_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," hameM khushI hai, yuvA shodhakartA aura kavi, manoja kumAra jhA ne, yaha anuvAda hamAre lie kiyA "
train_hindifullmale_00411_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00411_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," devayAnI, jo eka hindI rAjasthAnI lekhaka kI beTI thI, use kavitA likhate likhate, patrakAritA, prema, gRRihasthI, anuvAda, shodha kI ora chale jAnA thA "
train_hindifullmale_00412_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00412_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," grupa ke Alochaka, manoja kumAra mINA ko, bahuta socha vichAra ke bAda, bhAratIya prashAsanika sevA meM chale jAnA thA "
train_hindifullmale_00413_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00413_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," vishAla kapUra ko, itihAsa kI pa.DhAI pUrI karake, gAiDa bana jAnA thA "
train_hindifullmale_00414_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00414_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," shivakumAra gA.NdhI ko, eka peMTara ke rUpa meM, vikhyAta honA thA "
train_hindifullmale_00415_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00415_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," ve, prakAshana aura charchA ke rozamarrA se pare, apane DhaMga se likha rahe the "
train_hindifullmale_00416_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00416_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," himAMshu paMDyA, jinheM je ena yU se pa.DhAI karake, hindI pa.DhanA thA, aura saMskRRiti karmI, Alochaka bananA thA "
train_hindifullmale_00417_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00417_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," vishvaMbhara, jinheM hindI meM shikShA kI sabase, mahattvapUrNa patrikAoM meM se eka kA, yashasvI saMpAdaka honA thA "
train_hindifullmale_00418_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00418_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," isa bAra se, hama eka, anyatakAlika stambha kitAba shurU kara rahe haiM, jise hama, isa samIkShA sImata spesa nahIM banAnA chAhate "
train_hindifullmale_00419_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00419_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," isa bAra, do hindI pustakoM para, samIkShA likhI gayI hai "
train_hindifullmale_00420_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00420_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," yuvA shodhakartA, girirAja kirADU, aura gagana gila ke, kailAsha mAna sarovara yAtrA, vRRitAMta avAk para likhA gayA hai "
train_hindifullmale_00421_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00421_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," tejasvinI niraMjana kI pustaka, sAITiMga TrAMsaleshana, hisTrI, posTa sTrakchralizma, eMDa da kaॉloniyala kanTeksTa kI eka pa.Dhata hai "
train_hindifullmale_00422_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00422_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," maNipura meM, eka mahilA kI hatyA ke virodha meM, julAI do hazAra chAra meM, bAraha mahilAoM dvArA kie gae, nyUDa proTesTa ko, mukhyadhArA mIDiyA meM, eka uttejaka Kabara ko dekhanA, sabako yAda hogA "
train_hindifullmale_00423_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00423_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," kavitA, apanI filma, Telsa fraॉma mArjinsa meM, usa Kabara ke Ara pAra jAtI haiM "
train_hindifullmale_00424_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00424_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," maNipura meM jArI ashAMti ko, mU la taH, rAShTra ke mahAkhyAna meM, upekShita hAshiye kI trAsadI kI taraha dekhatI haiM "
train_hindifullmale_00425_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00425_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," filma ke skrIniMga itihAsa para bAta karate hue, ve eka aise bindu para pahu.Nchate hai, jahA.N aba nahIM rukA jA sakatA "
train_hindifullmale_00426_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00426_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," mahamUda fArUkI, apanI roDsa skAlarashipa Katma karake hiMdustAna lauTe "
train_hindifullmale_00427_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00427_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," to unheM aMdAzA nahIM thA, ki Ane vAle sAloM meM unakI ziMdagI, kissA kahane kI eka lupta ho chukI paramparA ko, dAstA.N sunAne kI eka chalana bahAra kalA shailI ko, phira se jIvita karane ke eka, dilachaspa kArobAra meM ulajha jAyegI "
train_hindifullmale_00428_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00428_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," mahamUda ne apane dama para, isa dAstAnagoI ko punarjIvita kara diyA "
train_hindifullmale_00429_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00429_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," pahale akele, aura bAda meM aMgrezI kavi, dAnisha husaina ke sAtha, desha videsha ke kaI shaharoM meM, unhoMne dAstAna e hamzA ke, hairataMgeza kissoM, kAranAmoM ko pesha kiyA hai "
train_hindifullmale_00430_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00430_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," agara vahI TuMDI bA.Nha ke sAtha bulAyeMge, to TuMDI bA.Nha lekara jAyeMge "
train_hindifullmale_00431_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00431_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," ghabarAiye nahIM, aba Apa kAfI ThIka haiM "
train_hindifullmale_00432_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00432_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," isake bAda, ApakI choTa ko svastha hone kA rAstA, khuda taya karanA haiM, aba nahIM rukA jA sakatA "
train_hindifullmale_00433_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00433_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," yudhiShThira, isI svarga meM, sasharIra gae the "
train_hindifullmale_00434_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00434_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," rAvaNa ne, yahIM shiva ArAdhanA kI thI "
train_hindifullmale_00435_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00435_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," bAda meM, usakI AsurI shaktiyoM kA patA chalane para, usase varadAna vApasa lene kA upakrama, pArvatI gaNesha ko karanA pa.DA "
train_hindifullmale_00436_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00436_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," bhasmAsura kA kANDa yahI huA thA, ChU kara bhasma kara dene kA varadAna lekara, asura, shiva para hI, usakA prayoga karanA chAhatA thA "
train_hindifullmale_00437_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00437_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," sAgA, yAnI shAkya, dAvA, yAnI chA.Nda, shAkya muni kA chA.Nda, buddha pUrNimA "
train_hindifullmale_00438_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00438_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," eka dina nahIM, pUre eka mAsa kA, kRRitaj~natA utsava, sArA mAha pavitra hai "
train_hindifullmale_00439_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00439_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," visheShakara kailAsha parvata kI hinduoM, bauddha ke lie, kailAsha mAnasarovara ke darshana hI, puNyakArI haiM "
train_hindifullmale_00440_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00440_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," kaI mela, alaga alaga videsha, saMsthAoM ke nAma se Ae "
train_hindifullmale_00441_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00441_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," jinameM eka, sukhada sUchanA hotI hai ki, mere Imela pate ko, lakI DrA ke AdhAra para, alAM yA falAM puraskAra ke lie chunA gayA hai "
train_hindifullmale_00442_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00442_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," puraskAra kI rAshi, lAkhoM Daॉlara yA pAuMDa meM hotI hai "
train_hindifullmale_00443_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00443_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," piChale mahIne, eka mela AyA, jisameM laMdana ke pate vAlI eka saMsthA ne mujhe sUchita kiyA, ki unakI puraskAra samiti ne, mujhe pA.Ncha miliyana pAuMDa kI puraskAra rAshi ke lie chunA hai "
train_hindifullmale_00444_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00444_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," agalA mela AyA, ki itanI ba.DI puraskAra rAshi, videsha meM Apake pAsa bhejane ke lie, kuCha kAgazAta banavAne pa.DeMge "
train_hindifullmale_00445_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00445_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," puraskAra kI rAshi, chU.Nki Apako chekasvarUpa dI jA rahI hai, isalie kAgazAta Adi banavAne kA kharcha, Apako vehana karanA pa.DegA "
train_hindifullmale_00446_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00446_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," yaha kharcha, nakada meM karanA hogA, isalie bhArata meM Apa hamAre nimna baiMka khAte meM, pachAsa hazAra rupae jamA karavA deM "
train_hindifullmale_00447_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00447_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," tuma to jAnate ho, ela AI sI kI naukarI meM, itanA paisA bachatA kahA.N hai, ki nakada bhijavA sakUM "
train_hindifullmale_00448_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00448_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," tabhI maiMne, dillI ke TAimsa ऑfa iMDiyA meM samAchAra pa.DhA, ki iMTaraneTa ke mAdhyama se, dillI se saTe gu.DagAMva meM, Chaha mahIne ke daurAna, karIba darjana bhara loga Thage jA chuke haiM "
train_hindifullmale_00449_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00449_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," mu zaffarapura ke, esa Ara orieMTala skUla se, hamane maiTrika kI parIkShA, sAtha hI pAsa kI thI "
train_hindifullmale_00450_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00450_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," barasoM bAda, eka dina, Trena meM unase bheMTa ho gaI "
train_hindifullmale_00451_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00451_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," kahate haiM kAfkA kI zyAdAta rachanAe.N, usake marane ke bAda hI ChapIM, Aja usakI ginatI, duniyA ke mahAnatama lekhakoM meM kI jAtI hai "
train_hindifullmale_00452_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00452_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," abhI maiMne, usI dina eka vebasAiTa para pa.DhA, ki sheksapiyara ke bAda, saMsAra meM, sabase adhika shodha, kAfkA kI rachanAoM ko lekara hI ho rahe haiM "
train_hindifullmale_00453_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00453_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," phira ve, muskurAte hue kusumAkara jI se kahate, eka dosta ke kAraNa hI, kAfkA kI rachanAeM, pAThakoM ke samakSha, prakAshita hokara A sakIM "
train_hindifullmale_00454_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullmale_00454_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",male," nahIM nahIM, yaha kahAnI itanI sahaja itanI sarala hotI to, na kusumAkara ne mujhe sunAI hotI, na hI maiM ise Apako sunA rahA hotA "
